Rec Rank,Rec Pick #,Bank,Type,SoCal Priority,Meets Gold?,ChexSystems (deposit),EWS (deposit),Mentor List,Card Category,Est. Credit Limit,Assets,Deposits,CA Footprint,CA Presence,Self-UW?,Business Card?,Underwriter,Apply,How to Apply,Website,Biz Card Link,HP Bureau,Reports To (biz bureaus),Approval Info & Limits (+link),No-Doc Fit (/5),PG / Tax Returns,Other No-Doc Funding,Deposit Acct?,Best For,Card Products,Region / Metro,City (HQ),Asset Rank,Confidence / Date,Sources
86,85,BAC Community Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)",$0.78B,$0.67B,"8 branches; Brentwood/Stockton/Modesto (E Contra Costa, San Joaquin, Stanislaus); est 1965",CA-HQ'd,No,✅ no 0% confirmed; APR N/M; $0 AF (most); 1pt/$1 or 1% (TCM),"TCM Bank, N.A.",Online,Online — apply at https://www.bankbac.com/business/loans-credit/business-credit-cards.html,https://www.bankbac.com,https://www.bankbac.com/business/loans-credit/business-credit-cards.html,Experian,N/M (TCM reports; bureaus unnamed),TCM platform (mycommunitycc.com): Experian pull (apps + CLIs); SBA-eligible businesses only; partner bank has no underwriting say. myfico.com #6303273,3,PG likely; SBA-eligible only; no tax returns at app,None (commercial loans full-doc),N/M,★ No-doc card — apply online,"Small Business Rewards, Small Business Cash Rewards, Small Business Edition, Company Rewards Charge (TCM Visa)",NorCal / Sacramento-Stockton,Stockton,70,"HIGH issuer=TCM (own page disclosure)/products/online/HP=Experian; N/M APR, reports. 2026-05-29","bankbac.com/business/loans-credit/business-credit-cards ('issued by TCM Bank, N.A.'); mycommunitycc.com; FDIC cert 19434"
87,86,CommerceWest Bank,CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (TIB; financials typically required $10K+),$1.24B,N/M,Single Irvine office; OC commercial bank (CW Bancorp),CA-HQ'd,Unknown,✅ Card exists ('low intro rates' + Preferred Points); terms N/M; no CommerceWest-specific online apply,TIB (inferred — 'Preferred Points' program signature),In-person,Visit branch / contact a banker (no online application),https://www.cwbk.com,https://www.cwbk.com/business-loans/,N/M (TIB; Experian typical),N/M,TIB 'Preferred Points' program — inferred from verbatim rewards copy (1pt/$1 to 10K/mo; cash back/travel/merchandise/gift cards; $0 AF standard tier). No CommerceWest-specific disclosure/portal found. NOTE: myFICO '$12-15K' DPs are unrelated Commerce Bank MO (excluded).,2,N/M (PG typical for TIB),None (working-capital/SBA Express/ABL/CRE full-doc),Likely Yes (relationship bank),No-doc card — apply in branch,'CommerceWest Bank credit card' (TIB Preferred Points; no named tiers),SoCal / Orange County,Irvine,55,"MED issuer=TIB (inferred via 'Preferred Points' signature; not confirmed via CommerceWest doc)/OC; no online apply; N/M terms, HP. 2026-05-29",cwbk.com/business-loans; TIB Preferred Points (vista/lakestone bank corroboration); FDIC cert 57176
88,87,University Credit Union (LA),Credit Union,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),~$1.19B,—,LA (UCLA-adjacent); ~$1.19B,CA-HQ'd,Unknown,"✅ Business credit card offered (skim-level: BIZ_CC Yes, BLOC No); terms/issuer N/M",N/M (skim level),In-person,Visit branch / contact a banker (no online application),https://www.ucu.org,https://www.ucu.org,N/M,N/M,SEG-skim only — deep-dive pending. Light census 2026-06-10.,2,N/M,N/M,Membership: university staff/students/alumni + family,No-doc card — apply in branch,Business credit card (name N/M),SoCal / LA (Westwood),"Los Angeles, CA",CU,LOW (skim). 2026-06-10,ucu.org (skim)
89,88,First General Bank,CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),$1.14B,N/M,"~4 branches (Rowland Heights HQ, Arcadia, Irvine, San Gabriel); CDFI; Asian-American SMB",CA-HQ'd,Unknown,⚠️ 'Business Credit Cards' listed (no detail); issuer/terms N/M; no online apply,Unknown (not disclosed; no portal; likely agent-issued),In-person,Visit branch / contact a banker (no online application),https://www.fgbusa.com,https://www.fgbusa.com/products-and-services/others,N/M,N/M,N/M (no forum data),2,N/M (nothing published),None (commercial/SBA/trade finance full-doc),Likely Yes (relationship),No-doc card — apply in branch,'Business Credit Cards' (generic; no name/terms published),SoCal / LA (San Gabriel Valley),Rowland Heights,58,"MED-HIGH card-listed/SGV-HQ/no-online; N/M issuer, terms (zero card detail published). 2026-05-29",fgbusa.com/products-and-services/others; fgbusa.com/about/bank-profile; FDIC cert 58060
90,89,Shinhan Bank America,Regional,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,"$4,000–$100,000 PUBLISHED range ($45 AF; deposit-or-loan relationship required)  [shbamerica.com 2026-06-10]",N/M,N/M,"4 branches: LA Olympic, Buena Park, Irvine, Torrance (+San Diego)",N/M,Unknown,"✅ Business Credit Card: limit $4,000–$100,000 PUBLISHED; $45 AF; 25-day grace; relationship required",Unknown (no portal found; issuer not decodable),In-person,Visit branch / contact a banker (no online application),https://www.shbamerica.com,https://www.shbamerica.com/business-business-credit-card/,N/M,N/M,RARE published limit range $4K–$100K. Commercial LOC individualized (history/projection/collateral). Light census 2026-06-10.,2,N/M ('required documents: contact us'),None published,YES — deposit OR loan relationship required,Published $4K–$100K limit — but deposit/loan relationship gated,"Shinhan Business Credit Card ($4K–$100K, $45 AF)",SoCal / LA-OC (4 branches; NY-HQ'd; Korean-American),"New York, NY",Reg,"MED-HIGH published-limit/relationship-gate/branch-apply; N/M issuer, HP. Light census 2026-06-10",shbamerica.com/business-business-credit-card + business-commercial-line-of-credit
91,90,Habib American Bank (HAB),Regional,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),N/M,N/M,LA 928 S Broadway + Artesia 18357 Pioneer Blvd,N/M,Unknown,⚠️ Visa Business Credit Card (site calls it SECURED); issuer/terms N/M,Unknown (no portal links),In-person,Visit branch / contact a banker (no online application),https://www.hab.bank,https://www.hab.bank/business/banking-services/visa-business-credit-card,N/M,N/M,Secured business card + BLOC (no amounts). Light census 2026-06-10.,2,N/M,None published,Likely Yes (secured),No-doc card — apply in branch,Visa Business Credit Card (secured),SoCal / LA (2 offices: DTLA + Artesia; NY-HQ'd),"New York, NY",Reg,"MED card-exists(secured)/branch; N/M issuer, terms. Light census 2026-06-10",hab.bank/business/banking-services/visa-business-credit-card + /locations
92,91,First Pacific Bank,CA Bank,★ Core SoCal,3/4  ✗SUW ✓Onl ✓SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$0.49B,N/M,LA + Orange County + San Diego + Inland Empire branches; est 2006; First Pacific Bancorp,CA-HQ'd,No,✅ Elan biz cards (low rate / cash back / rewards); terms N/M,Elan,Online,Online — apply at https://www.firstpacbank.com/business-banking/business-loans-and-lines-of-credit/,https://www.firstpacbank.com,https://www.firstpacbank.com/business-banking/business-loans-and-lines-of-credit/,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (LOC/equipment/CRE/construction/truck/SBA full-doc),N/M,No-doc card — apply online (Elan),Elan business Visa (Real Rewards / Cash Preferred / Platinum; names not enumerated),SoCal / LA,Whittier,82,"HIGH issuer=Elan (own footer disclosure)/online/SoCal-multi-county; N/M terms, HP, reports. 2026-05-29",firstpacbank.com/business-banking/business-loans-and-lines-of-credit (Elan disclosure); creditcardlearnmore.com; FDIC cert 58218
93,92,Community Bank of Santa Maria,CA Bank,Other — Central Coast (Santa Barbara County),2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)",$0.41B,$0.36B,~3 branches; Santa Maria HQ; Community Bancorp of Santa Maria (CYSM); est 2001,CA-HQ'd,No,✅ no 0% (intro APR only); $0 AF; Platinum/Platinum Rewards + Company Expense charge card,"TCM Bank, N.A.",Online,Online — apply at https://www.mycommunitycc.com/sx1jVR5q5Ti5,https://www.yourcbsm.com,https://www.mycommunitycc.com/sx1jVR5q5Ti5,Experian (TCM),N/M (TCM),TCM platform (mycommunitycc.com): Experian pull; SBA-eligible only; conservative. myfico.com #6303273,3,PG likely; SBA-eligible only; 'subject to credit approval',None (SBA 504/7(a)/CRE/ag/equipment/LOC/construction full-doc),N/M,★ No-doc card — apply online,"Business Visa Platinum / Platinum Rewards ($0 AF, intro APR); Company Expense Charge Card ($0 AF, pay-in-full)",Central Coast (Santa Barbara County),Santa Maria,88,"HIGH issuer=TCM (own page quote)/products/online/HP=Experian; N/M APR length, reports. 2026-05-29","yourcbsm.com/Business/Business-Loans ('issued by TCM Bank, N.A.'); mycommunitycc.com; FDIC cert 57073"
94,93,Credit Union of New Jersey,Credit Union,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),~$0.50B,—,1 OC branch; ~$0.50B,CA-HQ'd,Unknown,✅ Business card offered (skim-level; BLOC unknown); 1 Orange-County branch presence; terms N/M,N/M (skim),In-person,Visit branch / contact a banker (no online application),https://www.cunj.com,https://www.cunj.com,N/M,N/M,SEG skim 2026-06-10 — deep-dive pending.,2,N/M,N/M,Membership: NJ state employees + SEGs + ACC (open path Y),No-doc card — apply in branch,Business card (name N/M),SoCal / Orange County (1 branch; NJ-HQ'd),"Ewing, NJ",CU,LOW (skim). 2026-06-10,cunj.com (skim)
95,94,CAHP Credit Union,Credit Union,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),~$0.40B,—,1 SB branch; ~$0.40B,CA-HQ'd,Unknown,✅ Business card offered (skim-level; BLOC: No); CA peace-officers FOM; terms N/M,N/M (skim),In-person,Visit branch / contact a banker (no online application),https://www.cahpcu.org,https://www.cahpcu.org,N/M,N/M,SEG skim 2026-06-10 — deep-dive pending.,2,N/M,N/M,Membership: California peace officers + families (closed FOM),No-doc card — apply in branch,Business card (name N/M),SoCal / San Bernardino (1 branch; Sacramento-HQ'd),"Sacramento, CA",CU,LOW (skim). 2026-06-10,cahpcu.org (skim)
96,95,Mechanics Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$21.40B,$18.25B,~135 CA locations; West Coast + Hawaii,CA-HQ'd,No,✅ 0% 12 cycles → 17.24-26.24%; $0 AF; 3% gas/dining/office/cell,Elan,Online,Online — apply at https://creditcardlearnmore.com/11t3/index?ecdma-lc=23692&ecid=OTHE_25940,https://www.mymechanics.com,https://creditcardlearnmore.com/11t3/index?ecdma-lc=23692&ecid=OTHE_25940,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),Business LOC (CA-only promo to $250K) — relationship-underwritten,No,No-doc 0% card — apply online (Elan),"Business Cash Preferred, Smart Business Rewards ($95 AF after yr1), Business Real Rewards (0% 6 cyc)",NorCal / SF-East Bay,Walnut Creek,6,HIGH issuer/terms/PG/online; MED HP. 2026-05-28,mymechanics.com business-credit-cards; creditcardlearnmore.com; online1.elancard.com STD_BIZ.pdf
97,96,Fifth Third Bank,Regional,National (lends in CA),2/4  ✓SUW ✗Onl ✗SoCal ✓Card,N/M,N/M,,B — Self-UW (in branch),$25K max exposure (1 card 630+/2 cards 700+/3 cards 750+)  [myFICO #5418937],~$294B (combined w/ Comerica; 9th-largest US bank),—,"Midwest/SE; CA = ex-Comerica (~34 banking centers, Bay Area); Comerica brand until Q3 2026",⚠ Needs local branch/account — minimal/no CA retail (likely NOT reachable),Yes,"⚠️ Simply Business: 0% 12cyc, $0 AF, 1.67% — but CLOSED to new applicants; in-branch only; 90-day deposit acct required",Self (Fifth Third Bank NA),In-person,Visit branch / contact a banker (no online application),https://www.53.com/content/fifth-third/en/business-banking/managing-business/credit-card-solutions.html,https://www.53.com/content/fifth-third/en/business-banking/managing-business/credit-card-solutions/simply-business-card.html,TransUnion (East-Coast lean),Personal N/M; Business SBFE likely (N/M),$25K max exposure; score tiers 1 card 630+/2 cards 700+/3 cards 750+; separate HP per app (not inq-sensitive); CLI=hard pull after 6mo. myfico.com #5418937,2,PG yes (joint & several); tax returns N/M,"Commercial LOC/SBA full-doc. (Brex corporate card runs on Fifth Third rails — no-PG, but a Brex product.)",YES — Fifth Third business checking/savings active 90+ days required,⚠ Needs CA branch + closed to new applicants,Fifth Third Simply Business Card (CLOSED to new); Commercial Card; Brex-partnership corporate card,National — NEW CA via Comerica acquisition (Feb 2026),"Cincinnati, OH",Reg,HIGH self (triangulated); card CLOSED to new + branch-only + 90-day deposit gate = low practical utility. 2026-05-28,brex.com/legal/fifth-third-bank-card-agreement; CFPB TCCP data; 53.com simply-business; fitsmallbusiness.com; myfico.com #5418937
98,97,"Sunflower Bank, N.A.",Regional,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)",N/M,N/M,Woodland Hills (LA) + Ontario (SB) + Century City corporate (FDIC SOD 2025 / LABJ),N/M,No,✅ Visa Small Business + Corporate cards; 13.20% var; $0 AF (archived 2025-10-09),TCM (mycardstatement.com + ezbusinesscardmanagement.com portals),In-person,Visit branch / contact a banker (no online application),https://www.sunflowerbank.com,https://www.sunflowerbank.com,Experian (TCM standard; INFERENCE),N/M,TCM-decoded servicing portals. Same charter family as First Foundation (FirstSun). Light census 2026-06-10.,2,N/M (TCM = SBA-eligible only typically),None published,N/M,No-doc card — apply in branch,Visa Small Business Credit Card; Corporate Card (TCM),"SoCal / LA + San Bernardino (Woodland Hills, Ontario, Century City office; CO-HQ'd)","Denver, CO",Reg,MED-HIGH issuer=TCM (portals)/13.20%/branch-apply. Light census 2026-06-10,sunflowerbank.com small-business-and-corporate-credit-cards (Wayback 2025-10-09); labusinessjournal.com
99,98,Woori America Bank,Regional,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)",N/M,N/M,"6 branches: LA Olympic + Wilshire, Buena Park ×2, Irvine, Torrance (FDIC SOD 2025)",N/M,No,✅ Business Rewards + Business Secured Rewards Visa; terms N/M,TCM (mycardstatement.com decode; ScoreCard rewards),In-person,Visit branch / contact a banker (no online application),https://www.wooriamericabank.com,https://www.wooriamericabank.com/Business-Credit-Cards,Experian (TCM standard; INFERENCE),N/M,TCM-decoded statement portal. Commercial LOC offered (amounts N/M). Light census 2026-06-10.,2,N/M,None published,N/M,No-doc card — apply in branch,Business Rewards Visa; Business Secured Rewards Visa (TCM),SoCal / LA-OC (6 branches; NY-HQ'd; Korean-American),"New York, NY",Reg,MED-HIGH issuer=TCM (portal)/branch-apply; N/M terms. Light census 2026-06-10,wooriamericabank.com/Business-Credit-Cards + /Locations
100,99,Wallis Bank,Regional,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,D — TCM agent,"N/M (TCM; conservative, Experian-driven)",N/M,N/M,Cerritos + Los Angeles branches,N/M,No,✅ Visa Business Credit Card (rewards points); terms N/M,"TCM (mycardstatement.com decode, archived 2020)",In-person,Visit branch / contact a banker (no online application),https://www.wallisbank.com,https://www.wallisbank.com/visa-business-credit-cards/,Experian (TCM standard; INFERENCE),N/M,TCM-decoded portal (2020 archive; live site bot-blocked). Revolving LOCs (amounts N/M). Light census 2026-06-10.,2,N/M,None published,N/M,No-doc card — apply in branch,Visa Business Credit Card (TCM),SoCal / LA (Cerritos + LA branches; TX-HQ'd),"Wallis, TX",Reg,MED issuer=TCM (2020 archive); N/M terms. Light census 2026-06-10,wallisbank.com/visa-business-credit-cards (Wayback 2020-09-19) + /commercial-loans
101,100,Poppy Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$7.80B,$6.02B,"CA-only, extensive; Bay Area, Sacramento, LA, Orange County, San Diego, Santa Barbara",CA-HQ'd,No,✅ 0% 12 cycles → 17.24-26.24%; $0 AF,Elan,Online,Online — apply at https://creditcardlearnmore.com/11t3/index?ecdma-lc=07362&ecid=OTHE_25940#business,https://www.poppy.bank,https://creditcardlearnmore.com/11t3/index?ecdma-lc=07362&ecid=OTHE_25940#business,TransUnion (varies EX/EQ),D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (SBA/USDA/CRE/LOC underwritten),No,No-doc 0% card — apply online (Elan),"Business Cash Preferred, Smart Business Rewards, Business Real Rewards",NorCal / SF (North Bay),Santa Rosa,13,HIGH issuer/terms/online/footprint; MED PG/HP. 2026-05-28,poppy.bank/business-checking-accounts; creditcardlearnmore.com (07362)
102,101,Partners Bank of California,CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (TIB; financials typically required $10K+),$0.61B,N/M,'Only business bank HQ'd in South Orange County'; Mission Viejo HQ + Beverly Hills; ticker PBKX,CA-HQ'd,No,✅ TIB Mastercard business (Preferred Points 1pt/$1 to 10K/mo); no 0%; terms N/M; no online apply,TIB,In-person,No online app — call (949) 732-4000 / TIB Card Svc 800-367-7576; relationship/branch,https://www.pbofca.com,—,Experian/TU (TIB; INFERENCE),N/M (TIB; biz-only typical),TIB Preferred Points program (24/7 line 800-367-7576 = TIB Card Services). No online app; inquiry/relationship only. No bank-specific DPs.,2,PG likely (TIB standard); docs N/M,None (business LOC/loans/CRE/SBA full-doc),Likely Yes (relationship),No-doc card — apply in branch,Mastercard Business credit card (TIB Preferred Points; 1pt/$1 up to 10K pts/mo),SoCal / Orange County,Mission Viejo,76,"MED-HIGH issuer=TIB (shared 800-367-7576 + verbatim Preferred Points copy)/OC; no online apply; N/M terms, HP. 2026-05-29",pbofca.com/product/business-banking/lending-solutions; TIB Preferred Points boilerplate match; FDIC cert 58588
103,102,Genesis Bank,CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),$0.41B,N/M,Newport Beach HQ; OC + LA + W Inland Empire; minority-owned de novo (est 2021),CA-HQ'd,Unknown,⚠️ One unnamed business card (relationship-only); issuer/terms N/M; no online apply,Unknown (not named; likely agent-issued),In-person,Visit branch / contact a banker (no online application),https://www.mygenesisbank.com,—,N/M,N/M,N/M (no forum data; not the unrelated Concora/'Genesis FS' subprime issuer),2,N/M (RM-underwritten),None (LOC/term/SBA/owner-occ CRE/equipment full-doc),Likely Yes (relationship),No-doc card — apply in branch,One unnamed business credit card ('transparent reporting for reconciliation'; no tiers),SoCal / Orange County,Newport Beach,87,"MED card-exists/OC-HQ/relationship-only; N/M issuer, terms (RM-gated). Disambiguated from Concora. 2026-05-29",mygenesisbank.com/commercial-banking/business-loans/loan-products; FDIC cert 59245
104,103,Westamerica Bank,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,Elan DPs: $4K–$9K (no-relationship)  [myFICO #6478775],$5.83B,$4.79B,~76-88 branches across 19 NorCal/Central counties,CA-HQ'd,No,✅ 0% 12-18 cycles → 17.24-26.24%; $0 AF,Elan,Online,Online — apply at https://creditcardlearnmore.com/11t3/index?ecdma-lc=12109,https://www.westamerica.com,https://creditcardlearnmore.com/11t3/index?ecdma-lc=12109,TransUnion (2 dated DPs; varies),D&B; not personal in good standing,"Elan DPs: Visa Business Cash $9,000 (2021); Smart Business Rewards $4,000 no-relationship (2022, TU pull, D&B 80). myfico.com #6478775",3,PG yes; no tax returns (<$25K),None (operating LOC/AR/term/CRE relationship-underwritten),No (cold-apps approved),"0% to 18 cyc; cold-app approvals, no relationship (Elan)","Business Cash Preferred, Smart Business Rewards, Business Real Rewards, Business Card (0% 18 cyc)",NorCal / SF (Marin),San Rafael,21,HIGH issuer/products/no-deposit/PG/D&B; MED HP=TU. 2026-05-28,westamerica.com/credit-card-application; creditcardlearnmore.com (12109); myfico.com #6478775
105,104,"Legacy Bank (Murrieta, CA)",CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,C — Other agent card,N/M (no bank-specific data point found),$0.11B,N/M,Murrieta HQ (Riverside County/IE); founded by Soboba Band of Luiseño Indians; minority-designated; de novo est 2022,CA-HQ'd,Unknown,⚠️ Business cards exist (no detail); issuer/terms N/M; no online apply,Unknown (not named; likely agent-issued; out-of-state 'Legacy' card data excluded),In-person,Visit branch / contact a banker (no online application),https://www.legacybankca.com,—,N/M,N/M,N/M (no forum data; de novo),2,N/M,None (secured loans/LOC/LC/equipment/owner-occ+investor CRE/SBA full-doc),Likely Yes (relationship),No-doc card — apply in branch,Business credit card(s) ('transparent reporting for reconciliation'; no names/terms),SoCal / Inland Empire,Murrieta,112,"MED card-exists/IE-HQ/no-online; N/M issuer, terms. Out-of-state Legacy bank data excluded. 2026-05-29",legacybankca.com/loans/commercial-lending; americanbanker.com (de novo); FDIC cert 59204
106,,Axos Bank,CA Bank,★ Core SoCal,1/4  ✗SUW ✗Onl ✓SoCal ✗Card,N/M,N/M,,Commercial-only,—,$28.24B,$22.68B,"Branchless; ~2 physical branches (1 CA, 1 NV); lends nationwide online",CA-HQ'd,Unknown,⚠️ Commercial — Visa Commercial/Charge; $0 AF; consult only,Unknown (eZBusiness/eZCardInfo agent platform),In-person,Visit branch / contact a banker (no online application),https://www.axosbank.com,https://www.axosbank.com/commercial/banking/global-treasury-management/commercial-credit-card,N/M,N/M,N/M (no forum data; relationship product),0,Financial statements + tax returns at bank discretion — NOT no-doc,None (LOC/term/ABL/SBA full-doc),N/M,Commercial / full underwriting,Axos Visa Commercial Credit Card; Commercial Charge Card,SoCal / San Diego (digital),San Diego,4,"MED-HIGH commercial classification, $0 AF; LOW issuer, APR, HP. 2026-05-28",axosbank.com/commercial/.../commercial-credit-card + /support/faqs; nav.com Axos review
107,105,Bank of Hope,CA Bank,★ Core SoCal,2/4  ✗SUW ✗Onl ✓SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$18.65B,$15.77B,"~24 CA branches; LA core, Orange County, Bay Area; largest Korean-American bank",CA-HQ'd,No,✅ 0% 9 cycles → 17.74-25.74%; $0 AF; no FX fee,Elan,In-person,Visit branch / contact a banker (no online application),https://www.bankofhope.com,https://www.bankofhope.com/business-banking/credit-cards,TransUnion (varies EX/EQ),SBFE → D&B; not personal in good standing,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,2,PG yes; no tax returns (<$25K),None (SBA Express needs 2yr tax returns),N/M,No-doc card — apply in branch (Elan),Business Cashback Visa; Business Rewards Visa (3pt gas/travel/dining),SoCal / LA,Los Angeles,7,"HIGH products/issuer/terms; N/M apply-online, HP. 2026-05-28",bankofhope.com/business-banking/credit-cards + agreements + Business Rewards disclosure PDF
108,106,Bank of Stockton,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,"Elan platform: ~$3K–$10K start, to ~$20K strong files (~$500 seen at 800+ FICO)  [myFICO #6658960]",$4.83B,$3.75B,20 branches/16 cities/9 counties (incl. Modesto Commerce Bank),CA-HQ'd,No,✅ 0% 6-12 cycles → 10.49-23.49%; $0/$50 AF,Elan,Online,Online — apply at https://www.mycardapply.com/synindex/?ecdma-lc=37171&ecid=OTHE_25940&offertype=0#business,https://bankofstockton.com,https://www.mycardapply.com/synindex/?ecdma-lc=37171&ecid=OTHE_25940&offertype=0#business,TransUnion (varies EX/EQ),D&B (infer); personal delinquency-only,Elan platform: starts ~$3-10K (to $20K strong files; ~$500 seen even at 800+ FICO). PG required; ~2yr TIB preferred not required; D&B profile helps. Multiple cards same day = SEPARATE hard pull each (no 1-HP-multi). Don't check 'balance transfer' on app (=low limit). myfico.com #6658960 / #6308920 / #6244031,3,PG yes; no tax returns (<$25K),None (commercial LOC/term/CRE/ag full underwriting),No,No-doc 0% card — apply online (Elan),Full Elan suite (Cash Preferred/Real Rewards/Smart/Zero+/Travel/Platinum),NorCal / Sacramento-Stockton,Stockton,24,"HIGH relevance/issuer/online/terms/PG; N/M HP-CA, SBFE. 2026-05-28",bankofstockton.com/business_credit_cards; mycardapply.com (37171); online1.elancard.com STD_BIZ.pdf
109,107,Bank of Marin,CA Bank,Other — NorCal,2/4  ✗SUW ✓Onl ✗SoCal ✓Card,N/M,N/M,,E — Elan agent,Elan: $10K–$20K (low $3K if BT requested)  [myFICO #6658960],$3.91B,$3.46B,CA-only; ~28 branches Marin/Sonoma/Napa/Alameda/SF/Sacramento,CA-HQ'd,No,✅ 0% 6-12 cycles; $0/$50 AF,Elan,Online,Online — apply at https://www.bankofmarin.com/products-and-services/credit-cards/,https://www.bankofmarin.com,https://www.bankofmarin.com/products-and-services/credit-cards/,TransUnion-lean in CA (DoC TU:9/EX:5/EQ:1),D&B; not personal in good standing,Elan: limits $10-20K (low $3K if BT requested); approved EX 693; '2 cards $10K each ~20min apart' = 2 SEPARATE TU pulls. myfico.com #6658960,3,PG yes; no tax returns (<$25K),"'Easy Underwrite' loan $5,001-$20,000, credit-score-based (low-doc)",N/M,No-doc 0% card — apply online (Elan),"Elan business Visa (Cash, Bonus Rewards, Bonus Rewards PLUS, Platinum)",NorCal / SF (North Bay),Novato,28,HIGH issuer/PG/no-tax/D&B; MED CA bureau; N/M go-to APR. 2026-05-28,bankofmarin.com/products-and-services/credit-cards; online1.elancard.com STD_BIZ.pdf; doctorofcredit.com (CA pull split)
