Sheet,Row_key,CERT_or_Charter,Assets_value,Deposits_value,As_of_date,Source,Match_method,Note
funding_table,California Coast Credit Union,Charter 66584,$3.47B,$3.06B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=3,469,511,167 Acct_018=3,058,433,552 (CALIFORNIA COAST, San Diego, CA)"
funding_table,Self-Help Federal Credit Union,Charter 24802,$2.41B,$1.74B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",charter,"Federal charter (CU_TYPE 1); distinct from state-chartered Self-Help CU (also Durham, NC); NCUA 5300: Acct_010=2,405,735,320 Acct_018=1,736,936,703 (SELF-HELP, Durham, NC)"
funding_table,Financial Partners Credit Union,Charter 68457,$2.25B,$1.79B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=2,247,378,836 Acct_018=1,787,835,977 (FINANCIAL PARTNERS, DOWNEY, CA)"
funding_table,Arrowhead Credit Union,Charter 24973,$2.91B,$2.40B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=2,905,838,677 Acct_018=2,404,987,359 (ARROWHEAD, Rancho Cucamong, CA)"
funding_table,F&A Federal Credit Union,Charter 1493,$3.06B,$2.05B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=3,056,609,908 Acct_018=2,052,654,031 (F & A, MONTEREY PARK, CA)"
funding_table,LBS Financial Credit Union,Charter 68460,$2.19B,$1.90B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=2,191,340,672 Acct_018=1,897,558,006 (LBS FINANCIAL, Long Beach, CA)"
funding_table,Frontwave Credit Union,Charter 68494,$1.76B,$1.45B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=1,764,704,265 Acct_018=1,446,543,175 (FRONTWAVE, Oceanside, CA)"
funding_table,"The Bank of New York Mellon Trust Company, N.A.",CERT 23472,$1.39B,$1.1M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23472,name+city,"FDIC $K: ASSET=1,391,736 DEP=1,071 (The Bank of New York Mellon Trust Company, National Association, Los Angeles, CA)"
funding_table,Column National Association,CERT 58224,$1.39B,$1.18B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:58224,name+city,"FDIC $K: ASSET=1,388,684 DEP=1,184,551 (Column National Association, Chico, CA)"
funding_table,Bank of the Orient,CERT 20387,$1.16B,$996.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:20387,name+city,"FDIC $K: ASSET=1,160,267 DEP=996,322 (Bank of the Orient, San Francisco, CA)"
funding_table,Water and Power Community Credit Union,Charter 68493,$990.8M,$834.5M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=990,764,424 Acct_018=834,545,319 (WATER AND POWER COMMUNITY, LOS ANGELES, CA)"
funding_table,Pacific Coast Bankers' Bank (PCBB),CERT 34252,$1.08B,$559.8M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34252,name+city,"FDIC $K: ASSET=1,084,528 DEP=559,752 (Pacific Coast Bankers' Bank, Walnut Creek, CA)"
funding_table,OneUnited Bank,CERT 23966,$609.0M,$481.9M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23966,name+city,"FDIC $K: ASSET=609,027 DEP=481,925 (OneUnited Bank, Boston, MA)"
funding_table,"ICBC USA, N.A.",CERT 24387,$2.86B,$2.27B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:24387,CERT,"FDIC $K: ASSET=2,864,973 DEP=2,273,913 (Industrial and Commercial Bank of China USA, National Association, New York, NY)"
funding_table,American First National Bank,CERT 34656,$2.86B,$2.43B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34656,name+city,"FDIC $K: ASSET=2,864,702 DEP=2,434,036 (American First National Bank, Houston, TX)"
funding_table,"Golden Bank, N.A.",CERT 26223,$2.25B,$1.89B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:26223,name+city,"FDIC $K: ASSET=2,248,800 DEP=1,886,424 (Golden Bank, National Association, Houston, TX)"
funding_table,Southwestern National Bank,CERT 34319,$1.39B,$1.21B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34319,name+city,"FDIC $K: ASSET=1,386,995 DEP=1,212,908 (Southwestern National Bank, Houston, TX)"
funding_table,First IC Bank,CERT 34998,$1.24B,$917.8M,2025-09-30,https://api.fdic.gov/banks/institutions?filters=CERT:34998,CERT,"Charter inactive 2025-12-01 (acquired); last reported figures; FDIC $K: ASSET=1,243,029 DEP=917,826 (First IC Bank, Doraville, GA)"
funding_table,"Wilmington Trust, N.A.",CERT 34069,$759.5M,$5.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34069,name+city,"FDIC $K: ASSET=759,503 DEP=4,991 (Wilmington Trust, National Association, Wilmington, DE)"
funding_table,"BNY Mellon, N.A.",CERT 7946,$30.92B,$26.14B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:7946,"name+city (FDIC legal HQ: Pittsburgh, PA)","FDIC $K: ASSET=30,917,000 DEP=26,135,000 (BNY Mellon, National Association, Pittsburgh, PA)"
funding_table,CIBC National Trust Company,CERT 91325,$398.5M,$1.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:91325,name+city,"FDIC $K: ASSET=398,477 DEP=1,337 (CIBC National Trust Company, Atlanta, GA)"
funding_table,"TIB, N.A. (The Independent BankersBank)",CERT 23647,$3.00B,$2.46B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23647,name+city,"FDIC $K: ASSET=2,999,669 DEP=2,455,242 (TIB National Association, Farmers Branch, TX)"
funding_table,Golden State Bank,CERT 57585,$974.3M,$828.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57585,name+city,"FDIC $K: ASSET=974,262 DEP=828,311 (Golden State Bank, Glendale, CA)"
funding_table,First City Credit Union,Charter 68503,$952.4M,$818.2M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03","name+city (NCUA HQ city: Pasadena, CA)","NCUA 5300: Acct_010=952,449,258 Acct_018=818,167,334 (FIRST CITY, Pasadena, CA)"
funding_table,"C3bank, N.A.",CERT 25249,$882.7M,$771.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:25249,name+city,"FDIC $K: ASSET=882,652 DEP=770,996 (C3bank, National Association, Encinitas, CA)"
funding_table,Nano Banc,CERT 58590,$859.6M,$789.7M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:58590,name+city,"FDIC $K: ASSET=859,584 DEP=789,703 (Nano Banc, Irvine, CA)"
funding_table,First Commercial Bank (USA),CERT 34496,$871.6M,$670.1M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34496,CERT,"FDIC $K: ASSET=871,581 DEP=670,130 (First Commercial Bank (USA), Alhambra, CA)"
funding_table,Pacific Valley Bank,CERT 57740,$627.9M,$546.2M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57740,name+city,"FDIC $K: ASSET=627,944 DEP=546,200 (Pacific Valley Bank, Salinas, CA)"
funding_table,Pacific Enterprise Bank,CERT 58415,$518.2M,$404.4M,2021-12-31,https://api.fdic.gov/banks/institutions?filters=CERT:58415,CERT,"Charter inactive 2022-02-02 (acquired); last reported figures at close; FDIC $K: ASSET=518,208 DEP=404,394 (Pacific Enterprise Bank, Irvine, CA)"
funding_table,"New OMNI Bank, N.A.",CERT 23086,$515.3M,$371.2M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23086,name+city,"FDIC $K: ASSET=515,271 DEP=371,245 (New OMNI Bank, National Association, Alhambra, CA)"
funding_table,First Credit Bank,CERT 24332,$504.7M,$257.9M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:24332,name+city,"FDIC $K: ASSET=504,745 DEP=257,910 (First Credit Bank, Los Angeles, CA)"
funding_table,"Chino Commercial Bank, N.A.",CERT 35366,$465.8M,$388.1M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:35366,name+city,"FDIC $K: ASSET=465,786 DEP=388,102 (Chino Commercial Bank, N.A., Chino, CA)"
funding_table,Pacific Alliance Bank,CERT 58234,$450.7M,$366.5M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:58234,name+city,"FDIC $K: ASSET=450,670 DEP=366,529 (Pacific Alliance Bank, San Gabriel, CA)"
funding_table,Community Commerce Bank,CERT 26363,$413.5M,$312.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:26363,name+city,"FDIC $K: ASSET=413,501 DEP=311,987 (Community Commerce Bank, Claremont, CA)"
funding_table,Balboa Thrift and Loan Association,CERT 26704,$408.0M,$361.2M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:26704,name+city,"FDIC $K: ASSET=408,010 DEP=361,152 (Balboa Thrift and Loan Association, Chula Vista, CA)"
funding_table,"Liberty Bank, N.A. (Irvine, CA)",CERT 35331,$396.5M,$336.4M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:35331,name+city,"FDIC $K: ASSET=396,466 DEP=336,353 (Liberty Bank, National Association, Irvine, CA)"
funding_table,American Continental Bank,CERT 57444,$379.1M,$311.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57444,name+city,"FDIC $K: ASSET=379,100 DEP=311,254 (American Continental Bank, City Of Industry, CA)"
funding_table,Universal Bank,CERT 30722,$373.4M,$278.5M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:30722,name+city,"FDIC $K: ASSET=373,408 DEP=278,512 (Universal Bank, West Covina, CA)"
funding_table,Murphy Bank,CERT 25726,$359.6M,$298.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:25726,name+city,"FDIC $K: ASSET=359,587 DEP=297,968 (Murphy Bank, Fresno, CA)"
funding_table,Bank Irvine,CERT 59296,$306.5M,$236.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:59296,name+city,"FDIC $K: ASSET=306,521 DEP=236,001 (Bank Irvine, Irvine, CA)"
funding_table,Community Valley Bank,CERT 58500,$324.7M,$285.5M,2025-06-30,https://api.fdic.gov/banks/institutions?filters=CERT:58500,CERT,"Charter inactive 2026-03-31 (merger); last reported figures; FDIC $K: ASSET=324,699 DEP=285,457 (Community Valley Bank, El Centro, CA)"
funding_table,Monterey County Bank,CERT 22460,$297.8M,$219.2M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:22460,name+city,"FDIC $K: ASSET=297,799 DEP=219,207 (Monterey County Bank, Monterey, CA)"
funding_table,"Gateway Bank, F.S.B.",CERT 33103,$286.5M,$202.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:33103,name+city,"FDIC $K: ASSET=286,530 DEP=202,316 (Gateway Bank, F.S.B., Oakland, CA)"
funding_table,Mission National Bank,CERT 23749,$249.2M,$206.6M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23749,name+city,"FDIC $K: ASSET=249,156 DEP=206,588 (Mission National Bank, San Francisco, CA)"
funding_table,Neighborhood National Bank,CERT 34548,$230.2M,$187.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:34548,CERT,"FDIC $K: ASSET=230,154 DEP=187,264 (Neighborhood National Bank, El Cajon, CA)"
funding_table,Capital Bank and Trust Company,CERT 35164,$226.4M,"$500,000",2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:35164,name+city,"FDIC $K: ASSET=226,431 DEP=500 (Capital Bank and Trust Company, Irvine, CA)"
funding_table,United Pacific Bank,CERT 23805,$187.1M,$153.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:23805,name+city,"FDIC $K: ASSET=187,114 DEP=152,984 (United Pacific Bank, City Of Industry, CA)"
funding_table,Hatch Bank,CERT 25803,$186.8M,$57.1M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:25803,name+city,"FDIC $K: ASSET=186,754 DEP=57,074 (Hatch Bank, San Marcos, CA)"
funding_table,"Beacon Business Bank, N.A.",CERT 25644,$167.6M,$128.1M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:25644,name+city,"FDIC $K: ASSET=167,555 DEP=128,050 (BEACON BUSINESS BANK, NATIONAL ASSOCIATION, San Francisco, CA)"
funding_table,"Bank of Whittier, N.A.",CERT 24211,$158.8M,$131.0M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:24211,name+city,"FDIC $K: ASSET=158,847 DEP=131,032 (Bank of Whittier, National Association, Whittier, CA)"
funding_table,Eastern International Bank,CERT 32277,$124.2M,$86.6M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:32277,name+city,"FDIC $K: ASSET=124,212 DEP=86,621 (Eastern International Bank, Los Angeles, CA)"
funding_table,"California International Bank, N.A.",CERT 57974,$95.2M,$80.9M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57974,name+city,"FDIC $K: ASSET=95,231 DEP=80,882 (California International Bank, N.A., Westminster, CA)"
funding_table,Tustin Community Bank,CERT 32908,$86.2M,$71.4M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:32908,name+city,"FDIC $K: ASSET=86,207 DEP=71,352 (Tustin Community Bank, Tustin, CA)"
funding_table,Altos Bank,CERT 59339,$57.5M,$37.4M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:59339,name+city,"FDIC $K: ASSET=57,456 DEP=37,394 (Altos Bank, Los Altos, CA)"
funding_table,Asian Pacific National Bank,CERT 33013,$57.0M,$45.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:33013,name+city,"FDIC $K: ASSET=57,005 DEP=45,286 (Asian Pacific National Bank, San Gabriel, CA)"
funding_table,FNBO (First National Bank of Omaha),CERT 5452,$34.73B,$28.56B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:5452,CERT,"FDIC legal name: First National Bank of Omaha; FDIC $K: ASSET=34,725,218 DEP=28,560,248 (First National Bank of Omaha, Omaha, NE)"
funding_table,Stanford Federal Credit Union,Charter 13392,$4.80B,$3.71B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=4,800,513,897 Acct_018=3,709,005,122 (STANFORD, Palo Alto, CA)"
funding_table,UMB Bank N.A.,CERT 8273,$72.35B,$60.33B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:8273,name+city,"FDIC $K: ASSET=72,349,509 DEP=60,331,165 (UMB Bank, National Association, Kansas City, MO)"
funding_table,Valley Strong Credit Union,Charter 68712,$4.07B,$3.64B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=4,074,428,590 Acct_018=3,642,703,103 (VALLEY STRONG, BAKERSFIELD, CA)"
funding_table,Ramp (corporate charge card),issuer CERT 57056,issuer: Celtic Bank $4.97B,issuer: Celtic Bank $3.56B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57056,CERT (issuer),"Ramp is a program, not a depository; figures are primary issuer Celtic Bank (Salt Lake City, UT); issuer FDIC $K: ASSET=4,965,251 DEP=3,559,989; Sutton Bank (CERT 5962, Attica OH: $1.68B assets / $1.45B deposits) also issues Ramp cards"
funding_table,Mercury (IO charge card),issuer CERT 33928,"issuer: Patriot Bank, National Association $1.18B","issuer: Patriot Bank, National Association $1.06B",2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:33928,CERT (issuer),"Mercury is a program, not a depository; figures are IO card issuer Patriot Bank, N.A. (Stamford, CT); issuer FDIC $K: ASSET=1,180,511 DEP=1,061,468; Mercury deposit accounts are held at partner banks (Choice Financial Group; Column, N.A.)"
funding_table,BILL Spend & Expense (Divvy),issuer CERT 58410,issuer: Cross River Bank $8.71B,issuer: Cross River Bank $6.73B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:58410,CERT (issuer),"BILL Spend & Expense is a program, not a depository; figures are primary issuer Cross River Bank (Fort Lee, NJ); issuer FDIC $K: ASSET=8,708,837 DEP=6,726,577; WEX Bank (CERT 34697, Sandy UT: $9.53B assets / $7.03B deposits) also issues"
funding_table,Sam's Club Business Mastercard (Synchrony),issuer CERT 27314,issuer: Synchrony Bank $114.86B,issuer: Synchrony Bank $85.81B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:27314,CERT (issuer),"Program card; figures are issuer Synchrony Bank (Draper, UT), CERT 27314 as stated in sheet; issuer FDIC $K: ASSET=114,855,000 DEP=85,813,000"
funding_table,Monterra Credit Union (ex-San Mateo CU),Charter 62736,$1.92B,$1.65B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=1,920,135,325 Acct_018=1,654,172,016 (MONTERRA, Redwood City, CA)"
funding_table,Bay Federal Credit Union,Charter 12067,$1.89B,$1.69B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=1,892,474,622 Acct_018=1,693,649,682 (BAY, Capitola, CA)"
funding_table,Ventura County Credit Union (VCCU),Charter 68458,$1.47B,$1.30B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=1,467,597,235 Acct_018=1,303,082,468 (VENTURA COUNTY, Ventura, CA)"
funding_table,MyPoint Credit Union (ex-PLCU),Charter 68377,$701.1M,$585.2M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=701,059,214 Acct_018=585,194,509 (MYPOINT, San Diego, CA)"
funding_table,Citizens Bank N.A. (Providence RI),CERT 57957,$227.13B,$186.85B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57957,name+city,"FDIC $K: ASSET=227,134,099 DEP=186,851,400 (Citizens Bank, National Association, Providence, RI)"
funding_table,Live Oak Bank,CERT 58665,$15.23B,$13.97B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:58665,CERT,"FDIC legal name: Live Oak Banking Company; FDIC $K: ASSET=15,229,819 DEP=13,966,734 (Live Oak Banking Company, Wilmington, NC)"
funding_table,Meriwest Credit Union,Charter 68394,$2.16B,$1.75B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=2,163,596,666 Acct_018=1,753,530,366 (MERIWEST, SAN JOSE, CA)"
funding_table,Wheelhouse Credit Union,Charter 61003,$456.8M,$400.4M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=456,770,671 Acct_018=400,444,795 (WHEELHOUSE, SAN DIEGO, CA)"
funding_table,OceanAir Federal Credit Union (ex-CBC FCU),Charter 7608,$870.8M,$683.4M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=870,759,623 Acct_018=683,443,100 (OCEANAIR, Oxnard, CA)"
funding_table,Coast Central Credit Union,Charter 62367,$2.32B,$2.06B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=2,322,103,278 Acct_018=2,060,771,642 (COAST CENTRAL, Eureka, CA)"
funding_table,Cabrillo Credit Union,Charter 68409,$571.8M,$511.8M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=571,809,282 Acct_018=511,774,965 (CABRILLO, San Diego, CA)"
funding_table,San Diego Firefighters FCU,Charter 24110,$151.7M,$140.1M,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",name+city,"NCUA 5300: Acct_010=151,717,981 Acct_018=140,133,573 (SAN DIEGO FIREFIGHTERS, San Diego, CA)"
funding_table,Educational Employees CU (Fresno) — EECU,Charter 60520,$5.38B,$4.62B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",charter,"NCUA 5300: Acct_010=5,376,698,843 Acct_018=4,616,425,042 (EDUCATIONAL EMPLOYEES, FRESNO, CA)"
funding_table,Monet Bank (ex-Beal Bank SSB),CERT 32574,$3.17B,$947.3M,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:32574,name+city,"FDIC $K: ASSET=3,168,602 DEP=947,311 (Monet Bank, Plano, TX)"
funding_table,Langley FCU (langleyfcu.org; NCUA charter 1261 — NOT lafcu.org/lafcu.com),Charter 1261,$5.68B,$4.90B,2026-03-31,"research/v6/out/cr202603/FS220.txt (Acct_010 total assets, Acct_018 total shares & deposits) + FOICU.txt, cycle 2026-03",charter,"NCUA 5300: Acct_010=5,677,171,621 Acct_018=4,900,585,386 (LANGLEY, Newport News, VA)"
ibanknet,"Bank of America, National Association",CERT 3510,$2.67T,$2.13T,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:3510,"name (legal name, unique FDIC match)","FDIC $K: ASSET=2,672,192,000 DEP=2,128,004,000 (Bank of America, National Association, Charlotte, NC); existing sheet Deposits value (422,113,884 $K) is CA-office SOD deposits, not total"
ibanknet,"Wells Fargo Bank, National Association",CERT 3511,$1.85T,$1.52T,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:3511,"name (legal name, unique FDIC match)","FDIC $K: ASSET=1,852,239,000 DEP=1,516,982,000 (Wells Fargo Bank, National Association, Sioux Falls, SD); existing sheet Deposits value (299,560,094 $K) is CA-office SOD deposits, not total"
ibanknet,"JPMorgan Chase Bank, National Association",CERT 628,$4.02T,$2.79T,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:628,"name (legal name, unique FDIC match)","FDIC $K: ASSET=4,016,571,000 DEP=2,787,994,000 (JPMorgan Chase Bank, National Association, Columbus, OH); existing sheet Deposits value (287,153,152 $K) is CA-office SOD deposits, not total"
ibanknet,U.S. Bank National Association,CERT 6548,$683.38B,$539.84B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:6548,"name (legal name, unique FDIC match)","FDIC $K: ASSET=683,379,960 DEP=539,835,606 (U.S. Bank National Association, Cincinnati, OH); existing sheet Deposits value (114,337,732 $K) is CA-office SOD deposits, not total"
ibanknet,"Citibank, National Association",CERT 7213,$1.93T,$1.50T,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:7213,"name (legal name, unique FDIC match)","FDIC $K: ASSET=1,933,622,000 DEP=1,501,029,000 (Citibank, National Association, Sioux Falls, SD); existing sheet Deposits value (72,004,000 $K) is CA-office SOD deposits, not total"
ibanknet,First-Citizens Bank & Trust Company,CERT 11063,$235.52B,$171.45B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:11063,"name (legal name, unique FDIC match)","FDIC $K: ASSET=235,521,000 DEP=171,449,000 (First-Citizens Bank & Trust Company, Raleigh, NC); existing sheet Deposits value (49,197,599 $K) is CA-office SOD deposits, not total"
ibanknet,BMO Bank National Association,CERT 16571,$251.96B,$193.96B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:16571,"name (legal name, unique FDIC match)","FDIC $K: ASSET=251,964,731 DEP=193,961,053 (BMO Bank National Association, Chicago, IL); existing sheet Deposits value (35,458,327 $K) is CA-office SOD deposits, not total"
ibanknet,Western Alliance Bank,CERT 57512,$98.77B,$83.22B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57512,"name (legal name, unique FDIC match)","FDIC $K: ASSET=98,766,387 DEP=83,216,785 (Western Alliance Bank, Phoenix, AZ); existing sheet Deposits value (17,032,527 $K) is CA-office SOD deposits, not total"
ibanknet,"HSBC Bank USA, National Association",CERT 57890,$167.71B,$135.52B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:57890,"name (legal name, unique FDIC match)","FDIC $K: ASSET=167,705,510 DEP=135,520,708 (HSBC Bank USA, National Association, Tysons, VA); existing sheet Deposits value (15,549,922 $K) is CA-office SOD deposits, not total"
ibanknet,"Zions Bancorporation, N.A.",CERT 2270,$87.96B,$76.93B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:2270,"name (legal name, unique FDIC match)","FDIC $K: ASSET=87,956,932 DEP=76,926,168 (Zions Bancorporation, N.A., Salt Lake City, UT); existing sheet Deposits value (15,529,542 $K) is CA-office SOD deposits, not total"
ibanknet,Comerica Bank,CERT 983,$80.05B,$66.28B,2025-12-31,https://api.fdic.gov/banks/institutions?filters=CERT:983,CERT,"Charter inactive 2026-02-01 (merged into Fifth Third Bank, N.A.); last reported figures; FDIC $K: ASSET=80,052,000 DEP=66,282,000 (Comerica Bank, Dallas, TX); existing sheet Deposits value (14,908,067 $K) is CA-office SOD deposits, not total"
ibanknet,"Pacific Premier Bank, National Association",CERT 32172,$17.78B,$14.58B,2025-06-30,https://api.fdic.gov/banks/institutions?filters=CERT:32172,CERT,"Charter inactive 2025-09-01 (merged into Columbia Bank / Columbia Banking System); last reported figures; FDIC $K: ASSET=17,783,977 DEP=14,578,484 (Pacific Premier Bank, National Association, Irvine, CA); existing sheet Deposits value (13,467,773 $K) is CA-office SOD deposits, not total"
ibanknet,"PNC Bank, National Association",CERT 6384,$567.95B,$441.51B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:6384,"name (legal name, unique FDIC match)","FDIC $K: ASSET=567,948,516 DEP=441,507,226 (PNC Bank, National Association, Wilmington, DE); existing sheet Deposits value (7,798,464 $K) is CA-office SOD deposits, not total"
ibanknet,Umpqua Bank,CERT 17266,$66.01B,$53.61B,2026-03-31,https://api.fdic.gov/banks/institutions?filters=CERT:17266,CERT,"Umpqua Bank merged/renamed into Columbia Bank (CERT 17266); figures are Columbia Bank; FDIC $K: ASSET=66,011,146 DEP=53,614,966 (Columbia Bank, Roseburg, OR); existing sheet Deposits value (7,124,985 $K) is CA-office SOD deposits, not total"
