CERT,Institution,HQ_City,HQ_State,OOS_HQ_with_SoCal_branches,Branches_LA,Branches_SB,Branches_Riv,Branches_OC,Branches_Ventura,Branches_SD,Total_Branches_6cty,Deposits_6cty_$K,Counties,Priority,v5_status,Match_note,Source_link
57463,PCB Bank,Los Angeles,CA,No,9,0,0,4,0,0,13,2506472,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: PCB Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
20164,Sunwest Bank,Sandy,UT,Yes,0,0,0,3,0,0,3,2421811,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Sunwest Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57417,Commercial Bank of California,Irvine,CA,No,2,0,0,3,0,0,5,2291372,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Commercial Bank of California,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
12229,First Bank,St. Louis,MO,Yes,15,1,3,8,2,3,32,2253775,Los Angeles; San Bernardino; Riverside; Orange; Ventura; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
4063,MidFirst Bank,Oklahoma City,OK,Yes,3,0,0,0,0,1,4,2202672,Los Angeles; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: MidFirst Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58291,CalPrivate Bank,La Jolla,CA,No,2,0,0,1,0,3,6,2166554,Los Angeles; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: CalPrivate Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57044,"California Bank of Commerce, National Association",San Diego,CA,No,4,0,2,2,1,4,13,2159767,Los Angeles; Riverside; Orange; Ventura; San Diego,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: California Bank of Commerce, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58816,Royal Business Bank,Los Angeles,CA,No,9,0,0,1,2,0,12,2145265,Los Angeles; Orange; Ventura,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Royal Business Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Ventura%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57944,Open Bank,Los Angeles,CA,No,7,0,0,1,0,0,8,2082907,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Open Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
28088,Washington Federal Bank,Seattle,WA,Yes,6,0,0,0,0,0,6,1777498,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Washington Federal Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
28489,Banner Bank,Walla Walla,WA,Yes,3,3,2,0,0,8,16,1588798,Los Angeles; San Bernardino; Riverside; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Banner Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
32489,HomeStreet Bank,Seattle,WA,Yes,10,4,1,1,0,5,21,1370547,Los Angeles; San Bernardino; Riverside; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: HomeStreet Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
913,The Northern Trust Company,Chicago,IL,Yes,2,0,0,1,0,1,4,1308285,Los Angeles; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: The Northern Trust Company,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58310,US Metro Bank,Garden Grove,CA,No,4,0,0,3,0,0,7,1125216,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: US Metro Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57873,Commonwealth Business Bank,Los Angeles,CA,No,4,0,0,2,0,0,6,1106590,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Commonwealth Business Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
17266,Umpqua Bank,Roseburg,OR,Yes,1,0,0,1,0,2,4,1075118,Los Angeles; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Umpqua Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57176,Commerce West Bank,Irvine,CA,No,0,0,0,1,0,0,1,1033703,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Commerce West Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
32282,Malaga Bank F.S.B.,Palos Verdes Peninsula,CA,No,5,0,0,0,0,0,5,927689,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Malaga Bank F.S.B.,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
30879,"Provident Savings Bank, F.S.B.",Riverside,CA,No,0,1,13,0,0,0,14,895179,San Bernardino; Riverside,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: Provident Savings Bank, F.S.B.","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
21606,HCN Bank,Riverside,CA,No,0,0,6,0,0,0,6,843127,Riverside,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: HCN Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57903,Poppy Bank,Santa Rosa,CA,No,5,0,0,2,0,4,11,840488,Los Angeles; Orange; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Poppy Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
19977,Israel Discount Bank of New York,New York,NY,Yes,2,0,0,0,0,0,2,840384,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Israel Discount Bank of New York,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58060,First General Bank,Rowland Heights,CA,No,4,0,0,1,0,0,5,824031,Los Angeles; Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: First General Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58590,Nano Banc,Irvine,CA,No,0,0,0,1,0,0,1,804571,Orange,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Nano Banc,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Orange%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57585,Golden State Bank,Glendale,CA,No,2,1,0,0,0,0,3,788879,Los Angeles; San Bernardino,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Golden State Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Bernardino%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
25249,"C3bank, National Association",Encinitas,CA,No,0,0,1,0,0,2,3,778935,Riverside; San Diego,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: C3bank, National Association","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Riverside%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
23998,State Bank of India (California),Los Angeles,CA,No,4,0,0,0,0,1,5,718635,Los Angeles; San Diego,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: State Bank of India (California),"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json | https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
58469,"American Plus Bank, N.A.",Arcadia,CA,No,4,0,0,0,0,0,4,717856,Los Angeles,PRIORITY-4CTY,IN_V5,"CERT match in v5_fdic_census: American Plus Bank, N.A.","https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
59099,Endeavor Bank,San Diego,CA,No,0,0,0,0,0,2,2,667842,San Diego,OUTLIER,IN_V5,Name match in v5 list: Endeavor Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22San%20Diego%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
25093,Habib American Bank,New York,NY,Yes,2,0,0,0,0,0,2,612187,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Habib American Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
57101,Mission Valley Bank,Sun Valley,CA,No,3,0,0,0,0,0,3,599566,Los Angeles,PRIORITY-4CTY,IN_V5,CERT match in v5_fdic_census: Mission Valley Bank,"https://banks.data.fdic.gov/api/sod?filters=YEAR:2025%20AND%20STALPBR:CA%20AND%20CNTYNAMB:%22Los%20Angeles%22&fields=CERT,NAMEFULL,CITY,STALP,NAMEBR,CITYBR,CNTYNAMB,STALPBR,DEPSUMBR,ADDRESBR,ZIPBR&limit=10000&format=json"
